"","snps","gene","statistic","pvalue","FDR","beta"
"258","chr5_4886525","AT5G15080",3.36791621197075,0.000808125621132951,0.0136303331389789,20.3062604313929
"259","chr5_22341734","AT5G55060",3.36675470713519,0.000811469936268659,0.0136303331389789,58.6305092544255
"260","chr4_18504321","AT4G39870",3.36645429381969,0.000812337008140221,0.0136303331389789,16.4234913953947
"261","chr4_11712488","AT4G22110",3.36630259547941,0.000812775176895934,0.0136303331389789,4.99633805673258
"262","chr4_1151649","AT4G02630",3.36447594223582,0.000818068613714034,0.0136667416878867,52.2526134044166
"263","chr5_5884571","AT5G17810",3.35169652573958,0.000856008504388211,0.0142461947669475,44.8209310218201
"264","chr4_10659543","AT4G19550",-3.34852393862737,0.000865677601561845,0.0143268057726513,-6.00341168715451
"265","chr4_427817","AT4G00990",3.34754908257858,0.0008686690034877,0.0143268057726513,57.5843998609851
"266","chr5_19786781","AT5G48800",3.34650914940805,0.000871870689627704,0.0143268057726513,11.676769336297
"267","chr4_13554204","AT4G26990",-3.34583729939592,0.000873944971738152,0.0143268057726513,-13.8206709430997
"268","chr2_5636931","AT2G13540",-3.33904700617458,0.000895168466676222,0.0146199715620964,-109.277256511231
"269","chr3_16548279","AT3G45190",3.3292719998835,0.000926563011318164,0.0150081357162263,105.74910952321
"270","chr5_7388261","AT5G22320",3.32917897090886,0.000926866648126634,0.0150081357162263,21.2320081541541
"271","chr1_28841998","AT1G76820",-3.32845828667556,0.000929222019441932,0.0150081357162263,-24.3218104616652
"272","chr3_1858662","AT3G06140",3.32133592805691,0.000952800482603105,0.0153323812954183,11.4173176687757
"273","chr3_1874547","AT3G06190",3.31450322389211,0.000975941146526755,0.0156472322283795,23.9417714800818
"274","chr1_27576409","AT1G73350",3.30903760363915,0.000994826320268283,0.0158918058533368,22.0103154765996
"275","chr1_23902104","AT1G64385",-3.30794076296308,0.00099865683186737,0.0158949852839399,-36.3124367118774
"276","chr4_15721525","AT4G32590",-3.30467387148278,0.00101014710463357,0.0160196154963084,-139.997281104589
"277","chr3_6774768","AT3G19520",3.29698565002188,0.00103767388895256,0.0163967458914995,90.8405723799647
"278","chr5_9149701","AT5G26180",3.28321264459783,0.00108873373416531,0.0171416818505092,36.3751442769966
"279","chr1_27198739","AT1G72260",3.26511496093731,0.00115937065430845,0.0181884062864089,8.63208799974501
"280","chr3_20561119","AT3G55460",-3.25872059639118,0.00118532739566581,0.018529207181533,-69.2264093725356
"281","chr1_16718135","AT1G44020",3.25456156538334,0.00120249805978213,0.0187307260059302,2.83140644093742
"282","chr1_28816824","AT1G76780",-3.24470546145737,0.00124411323441998,0.0193102256278591,-9.55158942738339
"283","chr1_25408161","AT1G67770",-3.2433548353122,0.00124991871040063,0.0193317816092705,-1.52312957284082
"284","chr3_11085706","AT3G29110",3.23721531718943,0.00127662603517544,0.0195779944269982,3.16018019935703
"285","chr5_16790102","AT5G41960",-3.23667787980237,0.00127898889046591,0.0195779944269982,-35.7704662788652
"286","chr3_1144625","AT3G04320",3.23661703265364,0.00127925666121121,0.0195779944269982,10.5090961418598
"287","chr1_8919115","AT1G25422",-3.23548944325215,0.00128422825623049,0.0195855995732434,-6.37232913320651
"288","chr4_17114134","AT4G36160",3.23096572272003,0.00130435385842095,0.0198234612441268,2.42651323991926
"289","chr3_19767518","AT3G53310",-3.22455577476812,0.00133337116330166,0.0201943445736033,-18.7149289097654
"290","chr5_7875941","AT5G23395",3.22044729129557,0.00135228274931174,0.0204021525990069,65.169655950369
"291","chr3_1771364","AT3G05932",3.21955675204001,0.0013564145319422,0.0204021525990069,4.06828796579253
"292","chr5_20511881","AT5G50375",-3.21393385056802,0.00138277353760312,0.0206420260752385,-21.2337456007617
"293","chr1_20030470","AT1G53650",-3.21334646838118,0.00138555421584931,0.0206420260752385,-15.5474135937299
"294","chr1_3224486","AT1G09910",3.21314475580199,0.00138651031896735,0.0206420260752385,54.7013081383245
"295","chr5_4525821","AT5G14020",-3.20728383500238,0.0014145584544441,0.0209882113732265,-3.11111877677694
"296","chr4_10290779","AT4G18700",3.20220888667151,0.00143926795998476,0.0212826887190989,189.544510744876
"297","chr2_18898445","AT2G45910",-3.200525391437,0.00144755246991569,0.021333121753606,-83.3241597250213
"298","chr2_8592254","AT2G19900",3.19751127046471,0.00146249518180609,0.0214810114455211,44.5029027109224
"299","chr4_15849788","AT4G32850",-3.19242340248184,0.00148804236765297,0.021783148639522,-127.199591245105
"300","chr4_17025519","AT4G35950",3.18597931906239,0.00152099108797896,0.022191259973613,32.7105147725942
"301","chr1_23378227","AT1G63050",-3.18494051699873,0.00152636513592396,0.0221956817273726,-51.0891932931065
"302","chr1_5177534","AT1G15030",-3.17990703644688,0.00155265410925723,0.0225032021066851,-60.8687865373975
"303","chr3_3266806","AT3G10480",3.17421634959139,0.00158287868929118,0.0228655446304537,24.4425342929947
"304","chr5_18218704","AT5G45100",3.17217709882595,0.00159384115902786,0.0229481669508715,67.3977792076403
"305","chr5_20847847","AT5G51290",3.16680545438279,0.00162305396776732,0.0232921548095657,27.8419678352258
"306","chr5_6061720","AT5G18310",3.16272343729424,0.00164558286800625,0.0235382882786384,105.273530042389
"307","chr5_8282158","AT5G24318",3.16101548100959,0.00165509451170699,0.0235972269633274,19.7279967765204
"308","chr2_16726143","AT2G40060",3.15565313463325,0.00168528810490309,0.0239064840054889,97.2041442119888
"309","chr5_19861069","AT5G48980",-3.15522698194885,0.0016877092889413,0.0239064840054889,-1.23095679038845
"310","chr5_14897446","AT5G37510",-3.15258780930719,0.00170277532792105,0.0239271616253762,-149.642812475749
"311","chr3_21740286","AT3G58780",3.15241471998411,0.00170376775034446,0.0239271616253762,1.91521203094987
"312","chr3_5934121","AT3G17350",-3.15210084294315,0.00170556875191167,0.0239271616253762,-13.0583064421015
"313","chr4_17871658","AT4G38050",-3.14048384934731,0.00177347407003356,0.0248003067237601,-7.49655725562858
"314","chr3_1222362","AT3G04530",-3.13700933622343,0.00179426273000696,0.0250047631317029,-32.1517547644101
"315","chr3_5456491","AT3G16090",-3.13613648990795,0.00179952030762769,0.0250047631317029,-20.7301908545613
"316","chr3_5856990","AT3G17180",3.13447221229392,0.00180958442128189,0.0250650348479457,3.12262891803871
"317","chr1_1316281","AT1G04700",-3.13101469071432,0.0018306585207606,0.0252769474617324,-6.8951760321671
"318","chr5_25891307","AT5G64750",-3.12731580643665,0.00185345392261353,0.0254799679810508,-155.920848105134
"319","chr4_6947039","AT4G11410",3.12674340944454,0.00185700474890454,0.0254799679810508,50.5612657254273
"320","chr1_8624384","AT1G24310",-3.12507119632637,0.00186741413362872,0.0255427239465403,-17.1304027378733
"321","chr1_13116602","AT1G35560",-3.11973733774561,0.00190097711134833,0.0259208000510021,-60.8403640887126
"322","chr4_10087606","AT4G18250",-3.11352771515092,0.00194075010280901,0.0263809416148914,-116.215275148857
"323","chr5_21651533","AT5G53370",3.092016319529,0.00208452958402334,0.0282476346417033,611.840303616137
"324","chr2_7450768","AT2G17115",-3.08824617501328,0.0021107154530503,0.0284803371161966,-29.5073237467123
"325","chr1_10655700","AT1G30270",3.08767405959963,0.00211471545870776,0.0284803371161966,63.4772017868142
"326","chr1_13700874","AT1G36380",-3.08536505280064,0.00213093005520177,0.0286106774589514,-10.5021971329955
"327","chr4_14290501","AT4G28980",3.08231551286617,0.00215252008996023,0.028724905455608,20.250009073639
"328","chr5_17325618","AT5G43150",-3.08172518154453,0.00215672265746565,0.028724905455608,-126.604683770891
"329","chr1_12935844","AT1G35255",3.08138808044435,0.00215912586129656,0.028724905455608,2.09784762797854
"330","chr1_5539661","AT1G16170",3.07730456006327,0.00218843355354489,0.0289874191530135,45.1939876829971
"331","chr1_15891410","AT1G42430",3.07679680256369,0.00219210320759595,0.0289874191530135,51.2676138352072
"332","chr4_10366284","AT4G18910",3.07113150200516,0.00223343262707121,0.0294449837611165,18.8970807928357
"333","chr4_622462","AT4G01460",3.07005350545129,0.00224137742307486,0.0294609879303263,34.7836949833936
"334","chr1_24698687","AT1G66260",3.06404329628623,0.00228615034834785,0.0299595211817921,582.027168800335
"335","chr5_9357076","AT5G26622",3.0569274439149,0.00234022105021511,0.030576559811318,93.6396667998871
"336","chr3_23458385","AT3G63530",3.05387146855055,0.00236380065258619,0.030792724572529,20.8354571756988
"337","chr1_28063702","AT1G74690",3.05089081364402,0.00238700900285251,0.0310027845860101,109.514819397335
"338","chr2_18739619","AT2G45460",3.04947017793206,0.00239814397006133,0.031055254902244,39.1392767185218
"339","chr3_18165906","AT3G49000",-3.04134910623722,0.00246271742696197,0.0317973869551993,-17.0976437674661
"340","chr5_1322420","AT5G04590",-3.04000188395841,0.00247358264703698,0.0318437389590614,-574.793645813736
"341","chr5_22124595","AT5G54500",3.03477861501504,0.00251612486288991,0.0322567442062665,152.038935555363
"342","chr1_9178548","AT1G26560",-3.03425777126539,0.00252040359116818,0.0322567442062665,-81.5795873889037
"343","chr5_26475249","AT5G66270",3.03311344145906,0.00252982769948222,0.0322679142606118,12.4967463118461
"344","chr1_20629655","AT1G55300",3.03236358088698,0.00253602067755322,0.0322679142606118,12.0441910985443
"345","chr5_5960737","AT5G18000",3.027916526785,0.00257303477242509,0.0326439802866801,2.7194215100974
"346","chr3_22926191","AT3G61900",3.02702681602132,0.00258049928759575,0.0326440617971289,5.57788883638648
"347","chr3_20364822","AT3G54960",3.02397983476945,0.0026062135890668,0.0328743425917734,64.1840581673042
"348","chr3_21129614","AT3G57090",3.02266048374744,0.00261742064957244,0.0329208338597086,29.6005024091132
"349","chr1_21181438","AT1G56540",-3.01903042966537,0.00264848403426485,0.0330763044084728,-53.8303177721127
"350","chr5_22991227","AT5G56860",3.01873658090608,0.00265101330288625,0.0330763044084728,55.4655543687176
"351","chr4_7770310","AT4G13350",-3.01856953688215,0.00265245210129631,0.0330763044084728,-144.477099705759
"352","chr4_8778052","AT4G15370",-3.01546100437409,0.00267935768906169,0.0333168994460882,-11.0771767811114
"353","chr2_10880683","AT2G25560",-3.00408553368929,0.00277996272577324,0.0344699627498851,-36.0417287437266
"354","chr4_14559924","AT4G29730",3.00128539205547,0.00280525216838509,0.0346852789294394,7.74087442494275
"355","chr3_4991288","AT3G14840",2.99487192330568,0.002863971003087,0.0353115523394699,224.975152451601
"356","chr3_19649120","AT3G52990",-2.98957103239809,0.00291335044431998,0.0358194800415409,-185.696293981173
"357","chr3_2636536","AT3G08670",2.97753301215473,0.00302839480373362,0.0371079655752063,111.029328620806
"358","chr4_6089611","AT4G09640",2.97684392087804,0.00303510433537214,0.0371079655752063,42.9484543113726
"359","chr2_19690304","AT2G48160",-2.97395693710023,0.00306336230289625,0.0373491275759802,-64.8782319896202
"360","chr5_24619586","AT5G61190",2.97191135319285,0.00308352998699117,0.0374905854251677,49.3301273160513
"361","chr1_7405156","AT1G21140",2.96356285062078,0.00316710386307616,0.0384000376971866,35.1606638894134
"362","chr2_18682319","AT2G45310",2.9574432402481,0.00322967430955686,0.0390214470856035,4.66526701600441
"363","chr3_20345115","AT3G54920",2.95681262945179,0.00323618581038933,0.0390214470856035,433.272622300225
"364","chr1_24032919","AT1G64670",-2.95036118027346,0.00330349388636182,0.0397236064302354,-94.1911629512409
"365","chr5_18244315","AT5G45130",2.94605607469319,0.00334911773833306,0.0401618858648871,113.482719306316
"366","chr2_8810873","AT2G20440",-2.93804725296988,0.00343552580677266,0.0410855094432895,-26.5431158571909
"367","chr1_2055215","AT1G06700",2.93168017085885,0.00350566740392779,0.0418100987111497,162.743545519257
"368","chr2_8955533","AT2G20800",-2.93077504875193,0.00351574387066065,0.0418163340268523,-1.77982286129784
"369","chr1_23727891","AT1G63930",2.92655460095932,0.00356307866504164,0.042192497217819,7.57521918803205
"370","chr5_162202","AT5G01390",2.92513518653213,0.00357912838422972,0.042192497217819,11.4248882322954
"371","chr1_24313827","AT1G65440",2.92503446641135,0.00358026975655914,0.042192497217819,185.062334171351
"372","chr5_22241512","AT5G54750",-2.92453554566936,0.00358592848184342,0.042192497217819,-36.6493058578579
"373","chr3_2430789","AT3G07610",-2.92344165110992,0.00359836391739221,0.0422253052719187,-58.9940423645304
"374","chr4_13545330","AT4G26970",-2.91261517152388,0.00372357748832234,0.0435778039208205,-197.644283374317
"375","chr3_7123739","AT3G20440",-2.90869675603357,0.0037698658945023,0.0440018747206309,-37.4113246909735
"376","chr4_8778422","AT4G15370",-2.90715503621858,0.00378822158348967,0.0440985262524848,-10.6875373730985
"377","chr1_6840182","AT1G19790",-2.90274442956281,0.00384118481033002,0.0445964613125053,-2.19785977397902
"378","chr1_12598190","AT1G34460",2.89964542278678,0.00387880066883572,0.0448150173404253,19.8513181472511
"379","chr3_3706486","AT3G11720",-2.8995071358524,0.00388048699383623,0.0448150173404253,-18.8293890008152
"380","chr3_6704113","AT3G19340",2.89508928560707,0.00393471264862505,0.0453216770079785,47.5828074702085
"381","chr3_2631427","AT3G08660",-2.89047850961152,0.00399204133182896,0.0457450113419164,-14.8789271928912
"382","chr5_6524369","AT5G19370",2.8904524171903,0.00399236790783917,0.0457450113419164,107.137737243045
"383","chr5_17502299","AT5G43560",2.88795524554933,0.0040237355960437,0.0459840488352044,66.1955846993096
"384","chr5_2521749","AT5G07910",-2.88611077161797,0.00404704841522825,0.0460798843022551,-12.3281141897223
"385","chr2_18818422","AT2G45670",2.8856274977716,0.00405317693771264,0.0460798843022551,110.91420636595
"386","chr2_4501929","AT2G11320",-2.88475271565578,0.00406429176419197,0.0460865415851509,-1.71497903388629
"387","chr5_20880897","AT5G51410",2.88313759936815,0.00408488605457308,0.0462003779350552,253.34513914705
"388","chr4_17189231","AT4G36380",-2.88162106873545,0.0041043096754711,0.0463004212616933,-57.632945643195
"389","chr2_3086400","AT2G07420",-2.87964982115812,0.00412968288203097,0.0464532821124884,-1.44426768711807
"390","chr3_5723568","AT3G16810",2.8789220786428,0.00413908613750753,0.0464532821124884,43.7693933707138
"391","chr3_21480493","AT3G58020",2.87750948296804,0.00415739408919101,0.0465394218117367,11.4039271060797
"392","chr3_3069289","AT3G09980",2.87440829198897,0.00419784572854117,0.0468723743720018,59.0969343232505
"393","chr5_23708275","AT5G58680",2.87183395132885,0.00423169674486416,0.0471198994476529,9.37699635092181
"394","chr1_22647872","AT1G61380",2.87108855265057,0.004241544524189,0.0471198994476529,71.7717465448064
"395","chr1_9424015","AT1G27120",2.86769970191924,0.00428657933967769,0.0474996399234664,82.7239436452266
"396","chr3_5852384","AT3G17160",2.86375643901684,0.00433952875125994,0.0479649427885474,28.3857023128158
"397","chr3_23392633","AT3G63340",-2.85847624894306,0.00441136118873669,0.0486360904863992,-60.0868012222855
"398","chr5_4254774","AT5G13290",-2.85012731444891,0.0045271484350066,0.0497872580402611,-8.85371705833773
"399","chr3_285973","AT3G01800",2.84872234585946,0.00454690238941245,0.0498791773394945,14.8034396878999
"400","chr1_19158875","AT1G51680",2.84233113580887,0.00463775493200004,0.0507486333434105,276.801527383937
"401","chr1_8124983","AT1G22940",2.83922763108528,0.00468246373267543,0.0509849270581574,22.2280403433835
"402","chr3_20084389","AT3G54250",2.83921504762386,0.00468264580246271,0.0509849270581574,11.3339569888594
"403","chr2_12200720","AT2G28510",-2.8332310938943,0.00476995917607927,0.0518067278255558,-21.9244905654729
"404","chr5_16339929","AT5G40810",-2.82648638566018,0.00487014190730923,0.0527638889314171,-105.858333023078
"405","chr2_16188121","AT2G38720",-2.82482597289085,0.00489509586868885,0.0528223936108829,-15.4603542114979
"406","chr4_7815908","AT4G13450",2.82452189860114,0.0048996782741646,0.0528223936108829,0.669251694001781
"407","chr1_6898553","AT1G19870",2.82132179437989,0.00494814036341013,0.0530596426464295,49.7475934845411
"408","chr1_1622321","AT1G05490",2.82127743071967,0.00494881524654931,0.0530596426464295,2.00932532023309
"409","chr3_26744","AT3G01080",-2.81989210034127,0.00496993165745216,0.0530596426464295,-38.1019509657133
"410","chr1_9314018","AT1G26870",2.81987620436472,0.00497017443112545,0.0530596426464295,0.528324768421521
"411","chr3_11861552","AT3G30214",2.81859454974692,0.00498978411241037,0.0531393797080784,14.0070698071472
"412","chr1_9774378","AT1G28040",2.815887279581,0.00503143687537231,0.053452910688118,0.708442145549495
"413","chr4_7180371","AT4G11970",-2.81162072452623,0.00509772012439226,0.0540259588001572,-8.87892418473046
"414","chr3_2868258","AT3G09340",-2.80999362807806,0.00512320568680932,0.0541649065003971,-0.577592531901266
"415","chr1_6452778","AT1G18710",-2.80840718593894,0.00514816558210136,0.0542976403683317,-127.60502345126
"416","chr2_15414573","AT2G36760",2.80636860479271,0.00518040084008561,0.0544240621538461,0.683836441637661
